City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Watsa,3.0372,29.5355,17.21,80,95,1.34,CD,2023-04-01
296,Canakkale,40.0833,26.8333,12.32,88,100,2.77,TR,2023-04-01
297,Namibe,-15.1961,12.1522,24.16,81,100,2.45,AO,2023-04-01
298,Cabedelo,-6.9811,-34.8339,26.37,81,97,3.84,BR,2023-04-01
299,Ust-Ishim,57.6935,71.1665,-1.94,71,46,4.63,RU,2023-04-01
300,Coihaique,-45.5752,-72.0662,9.34,71,0,1.54,CL,2023-04-01
301,Chiredzi,-21.05,31.6667,18.41,93,0,0.97,ZW,2023-04-01
302,Plettenberg Bay,-34.0527,23.3716,17.2,60,0,1.18,ZA,2023-04-01
303,Samoded,63.6083,40.5111,-10.74,98,100,1.36,RU,2023-04-01
304,Arlit,18.7369,7.3853,21.81,6,38,4.31,NE,2023-04-01
305,Baherden,38.4362,57.4316,9.71,58,21,2.26,TM,2023-04-01
306,Najran,17.4924,44.1277,21.36,40,100,2.0,SA,2023-04-01
307,Thompson,55.7435,-97.8558,-8.91,38,75,4.12,CA,2023-04-01
308,Cockburn Town,21.4612,-71.1419,25.37,74,0,8.82,TC,2023-04-01
309,Kruisfontein,-34.0033,24.7314,14.34,71,0,2.03,ZA,2023-04-01
310,Padang,-0.9492,100.3543,24.03,80,94,1.06,ID,2023-04-01
311,Kirakira,-10.4544,161.9205,29.86,68,100,2.28,SB,2023-04-01
312,Lazaro Cardenas,17.9583,-102.2,26.29,59,85,3.34,MX,2023-04-01
313,Solwezi,-12.1688,26.3894,15.29,97,99,1.03,ZM,2023-04-01
314,Port Maria,18.3685,-76.8895,27.98,91,4,3.28,JM,2023-04-01
315,La Asuncion,11.0333,-63.8628,25.85,83,100,7.2,VE,2023-04-01
316,Sidi Ali,36.0998,0.4206,14.63,81,4,5.92,DZ,2023-04-01
317,Shitanjing,39.2342,106.3439,3.5,43,100,6.1,CN,2023-04-01
318,Skara,58.3866,13.4384,-3.43,92,14,0.45,SE,2023-04-01
319,Belle Fourche,44.6714,-103.8522,10.73,73,84,3.8,US,2023-04-01
320,Carnarvon,-24.8667,113.6333,24.95,70,41,5.61,AU,2023-04-01
321,Denpasar,-8.65,115.2167,27.81,88,20,1.03,ID,2023-04-01
322,Shahrud,36.4182,54.9763,2.01,60,0,3.21,IR,2023-04-01
323,Ponta Do Sol,32.6667,-17.1,18.96,45,0,2.84,PT,2023-04-01
324,Cutervo,-6.379,-78.8157,10.7,95,100,1.66,PE,2023-04-01
325,Shellbrook,53.2168,-106.4011,-0.43,95,100,3.39,CA,2023-04-01
326,Niono,14.2526,-5.993,26.94,8,6,4.52,ML,2023-04-01
327,Grand Forks,47.9417,-97.4337,-2.15,74,100,7.2,US,2023-04-01
328,Kodiak,57.79,-152.4072,5.73,33,0,7.72,US,2023-04-01
329,Kieta,-6.2167,155.6333,29.66,65,79,1.95,PG,2023-04-01
330,Alegrete,-29.7831,-55.7919,14.82,62,0,2.83,BR,2023-04-01
331,Uray,60.1247,64.7758,2.05,92,100,4.14,RU,2023-04-01
332,Tommot,58.9564,126.2925,-12.51,79,100,2.72,RU,2023-04-01
333,Katangli,51.7102,143.2326,2.53,94,29,2.4,RU,2023-04-01
334,Kenai,60.5544,-151.2583,4.05,44,0,2.06,US,2023-04-01
335,Stepnyak,52.8339,70.7803,-2.79,54,0,4.24,KZ,2023-04-01
336,Boende,-0.2167,20.8667,20.98,89,85,1.02,CD,2023-04-01
337,Poum,-20.2333,164.0167,26.19,71,5,3.73,NC,2023-04-01
338,Gold Coast,-28.0,153.4333,29.32,72,40,4.63,AU,2023-04-01
339,Careiro Da Varzea,-3.2003,-59.8119,27.35,96,73,1.23,BR,2023-04-01
340,Atasu,48.6814,71.6433,-3.46,46,0,6.45,KZ,2023-04-01
341,Paamiut,61.994,-49.6678,-4.63,68,100,4.39,GL,2023-04-01
342,Sorland,67.667,12.6934,0.92,56,22,3.38,NO,2023-04-01
343,Bireun,5.203,96.7009,25.86,83,100,1.6,ID,2023-04-01
344,Port-Cartier,50.0334,-66.8654,-1.81,97,100,9.59,CA,2023-04-01
345,Ishigaki,24.3448,124.1572,23.07,68,40,6.17,JP,2023-04-01
346,Nelson Bay,-32.7167,152.15,22.22,79,39,2.68,AU,2023-04-01
347,Palmer,42.1584,-72.3287,13.92,77,100,1.54,US,2023-04-01
348,Tezu,27.9167,96.1667,18.2,92,100,0.65,IN,2023-04-01
349,Mareeba,-17.0,145.4333,31.36,65,72,0.41,AU,2023-04-01
350,Whitefish Bay,43.1133,-87.9001,2.18,79,100,1.54,US,2023-04-01
351,Gulariya,28.2333,81.3333,17.43,64,0,1.47,NP,2023-04-01
352,Beyneu,45.3167,55.2,11.09,56,100,1.38,KZ,2023-04-01
353,Tateyama,34.9833,139.8667,17.83,67,100,6.83,JP,2023-04-01
354,Puro,12.4841,123.3827,28.05,70,100,3.3,PH,2023-04-01
355,Sitka,57.0531,-135.33,3.94,81,75,2.06,US,2023-04-01
356,Camacha,33.0833,-16.3333,16.68,82,40,4.12,PT,2023-04-01
357,Vanavara,60.34,102.2797,-14.12,89,30,2.44,RU,2023-04-01
358,Hobyo,5.3505,48.5268,28.31,75,94,4.93,SO,2023-04-01
359,Sao Fidelis,-21.6461,-41.7469,22.2,97,100,0.89,BR,2023-04-01
360,Biak,-0.9131,122.8766,27.57,66,100,0.7,ID,2023-04-01
361,Alenquer,-1.9417,-54.7383,23.4,94,99,2.09,BR,2023-04-01
362,Vila Franca Do Campo,37.7167,-25.4333,18.23,95,100,7.81,PT,2023-04-01
363,Ancud,-41.8697,-73.8203,11.53,88,25,2.52,CL,2023-04-01
364,Hofn,64.2539,-15.2082,3.57,67,1,3.09,IS,2023-04-01
365,Lumeje,-11.55,20.7833,17.61,97,100,1.09,AO,2023-04-01
366,Elat,29.5581,34.9482,16.91,48,0,5.14,IL,2023-04-01
367,Port Hardy,50.6996,-127.4199,4.0,93,75,2.57,CA,2023-04-01
368,Balad,34.0164,44.1453,11.17,37,13,1.99,IQ,2023-04-01
369,Crixas,-14.5489,-49.9692,23.46,85,98,0.84,BR,2023-04-01
370,Basco,20.4487,121.9702,24.77,82,19,4.0,PH,2023-04-01
371,Tuatapere,-46.1333,167.6833,12.43,72,45,3.93,NZ,2023-04-01
372,Shelburne,44.0787,-80.2041,-1.72,83,100,9.89,CA,2023-04-01
373,Srednekolymsk,67.45,153.6833,-20.36,88,100,4.22,RU,2023-04-01
374,Linhai,28.85,121.1167,18.29,62,0,0.93,CN,2023-04-01
375,Antalaha,-14.9003,50.2788,23.42,90,100,2.01,MG,2023-04-01
376,Nikolskoye,59.7035,30.7861,-1.22,96,35,2.24,RU,2023-04-01
377,Samarai,-10.6167,150.6667,29.11,70,87,5.05,PG,2023-04-01
378,Tashara,55.5195,83.5094,-9.0,81,100,1.57,RU,2023-04-01
379,Tanete,-3.9443,119.7848,28.28,77,78,2.6,ID,2023-04-01
380,Urumqi,43.801,87.6005,-3.47,40,0,2.0,CN,2023-04-01
381,Waingapu,-9.6567,120.2641,27.33,76,100,0.8,ID,2023-04-01
382,Voi,-3.3945,38.563,23.84,84,89,3.56,KE,2023-04-01
383,Jurm,36.8648,70.8342,8.69,51,100,2.09,AF,2023-04-01
384,Gornopravdinsk,60.05,69.9,0.03,77,94,5.56,RU,2023-04-01
385,Surt,31.2089,16.5887,20.97,29,13,5.65,LY,2023-04-01
386,Sesheke,-17.4759,24.2968,17.43,93,60,1.93,ZM,2023-04-01
387,Fonte Boa,-2.4959,-66.2662,22.71,100,100,0.12,BR,2023-04-01
388,Praia,14.9215,-23.5087,29.3,16,0,5.66,CV,2023-04-01
389,Szendro,48.4,20.7333,7.55,87,100,1.22,HU,2023-04-01
390,Lorengau,-2.0226,147.2712,29.06,70,100,1.95,PG,2023-04-01
391,Nyanza,-2.3519,29.7509,14.1,93,89,0.85,RW,2023-04-01
392,Bocana De Paiwas,12.7857,-85.1227,24.92,58,52,6.34,NI,2023-04-01
393,Abalak,58.1286,68.5944,-1.28,73,95,4.64,RU,2023-04-01
394,Kuusamo,65.9667,29.1833,-6.98,79,0,3.6,FI,2023-04-01
395,Fergus Falls,46.283,-96.0776,-3.79,63,0,3.6,US,2023-04-01
396,Dubovka,49.0583,44.829,2.53,65,100,3.55,RU,2023-04-01
397,Mananjary,-21.2167,48.3333,24.0,89,100,1.56,MG,2023-04-01
398,Troitsko-Pechorsk,62.7084,56.1964,0.82,95,100,3.95,RU,2023-04-01
399,Penzance,50.1186,-5.5371,9.38,91,47,7.42,GB,2023-04-01
400,Bahawalnagar,30.5508,73.3908,16.03,92,94,1.37,PK,2023-04-01
401,Mo I Rana,66.3128,14.1428,-10.74,92,36,1.54,NO,2023-04-01
402,Seimeni,44.3833,28.0667,10.32,82,100,6.94,RO,2023-04-01
403,Tobolsk,58.2,68.2667,-0.85,73,97,5.41,RU,2023-04-01
404,Lalmohan,22.3384,90.7419,24.52,75,8,1.63,BD,2023-04-01
405,Skibotn,69.3913,20.2679,-8.49,98,100,2.08,NO,2023-04-01
406,Augusto Correa,-1.0217,-46.635,22.79,96,100,1.06,BR,2023-04-01
407,Tessalit,20.1986,1.0114,23.91,10,0,4.88,ML,2023-04-01
408,Kholtoson,50.2981,103.3097,-14.32,53,100,4.34,RU,2023-04-01
409,Muli,2.9167,73.5667,27.8,72,6,1.92,MV,2023-04-01
410,Komsomolskiy,40.4272,71.7189,15.4,55,100,3.09,UZ,2023-04-01
411,Byron Bay,-28.65,153.6167,24.28,60,71,4.45,AU,2023-04-01
412,Taltal,-25.4,-70.4833,20.51,88,99,0.74,CL,2023-04-01
413,Arona,28.0996,-16.681,18.28,63,0,8.23,ES,2023-04-01
414,Shalinskoye,55.7228,93.7594,-13.18,91,18,0.52,RU,2023-04-01
415,Salalah,17.0151,54.0924,28.05,83,75,3.09,OM,2023-04-01
416,Tilichiki,60.4667,166.1,-2.65,96,84,1.51,RU,2023-04-01
417,Smoky Lake,54.1169,-112.4686,-0.94,92,100,1.28,CA,2023-04-01
418,Agnibilekrou,7.1344,-3.2047,23.68,89,99,2.14,CI,2023-04-01
419,Pisco,-13.7,-76.2167,24.03,83,0,7.72,PE,2023-04-01
420,Rocha,-34.4833,-54.3333,12.8,83,100,0.28,UY,2023-04-01
421,Tohana,29.7,75.9,16.48,83,0,2.13,IN,2023-04-01
422,Piacabucu,-10.4056,-36.4344,25.53,83,100,3.14,BR,2023-04-01
423,Sakaraha,-22.9,44.5333,20.99,88,100,0.83,MG,2023-04-01
424,Zyryanka,65.75,150.85,-17.6,90,100,7.16,RU,2023-04-01
425,Imeni Stepana Razina,54.8932,44.2963,4.02,93,95,2.54,RU,2023-04-01
426,Carolina,18.3808,-65.9574,25.94,80,40,3.6,PR,2023-04-01
427,Egvekinot,66.3167,-179.1667,-11.99,89,100,1.34,RU,2023-04-01
428,Alekseyevka,50.6309,38.6903,4.08,85,84,3.08,RU,2023-04-01
429,San Patricio,28.017,-97.5169,26.21,72,99,5.17,US,2023-04-01
430,Dong Hoi,17.4833,106.6,26.2,82,3,2.5,VN,2023-04-01
431,Moanda,-1.5575,13.2178,20.62,98,80,1.32,GA,2023-04-01
432,San Policarpo,12.1791,125.5072,27.87,71,100,3.51,PH,2023-04-01
433,Muromtsevo,56.3724,75.2418,-7.5,79,30,3.91,RU,2023-04-01
434,Vinh,18.6667,105.6667,26.2,83,15,1.83,VN,2023-04-01
435,San Fernando,15.0286,120.6898,30.85,57,97,1.29,PH,2023-04-01
436,Amurzet,47.6967,131.0981,10.83,38,100,2.1,RU,2023-04-01
437,Kalat,29.0225,66.5916,9.69,82,0,3.87,PK,2023-04-01
438,Guilin,25.2819,110.2864,19.06,85,68,2.83,CN,2023-04-01
439,Balabac,7.9868,117.0645,28.01,74,90,0.27,PH,2023-04-01
440,Nesna,66.1967,13.0213,-1.85,84,30,6.15,NO,2023-04-01
441,Yabelo,4.8833,38.0833,15.76,76,94,1.59,ET,2023-04-01
442,College,64.8569,-147.8028,-1.34,50,75,4.12,US,2023-04-01
443,Sao Filipe,14.8961,-24.4956,26.25,50,0,2.21,CV,2023-04-01
444,Vostok,46.4856,135.8833,8.64,41,98,0.46,RU,2023-04-01
445,Jiaozuo,35.2397,113.2331,17.47,57,5,6.16,CN,2023-04-01
446,Minas,-34.3759,-55.2377,12.19,83,100,3.38,UY,2023-04-01
447,Klaksvik,62.2266,-6.589,5.51,87,100,6.63,FO,2023-04-01
448,Iberia,29.9502,-91.7507,24.04,41,0,0.0,US,2023-04-01
449,Benguela,-12.5763,13.4055,24.83,82,71,1.88,AO,2023-04-01
450,Carutapera,-1.195,-46.02,23.42,95,100,1.94,BR,2023-04-01
451,Nioro,13.35,-15.75,25.9,50,12,3.71,GM,2023-04-01
452,Mao,39.8885,4.2658,9.31,87,40,9.26,ES,2023-04-01
453,Mingshui,36.7167,117.5,18.73,34,7,3.35,CN,2023-04-01
454,Rokytne,51.2796,27.214,4.7,93,57,2.19,UA,2023-04-01
455,Maputo,-25.9653,32.5892,22.9,90,40,2.57,MZ,2023-04-01
456,Banjar,-8.19,114.9675,26.52,84,100,1.42,ID,2023-04-01
457,Wanaka,-44.7,169.15,15.35,64,67,2.91,NZ,2023-04-01
458,Abnub,27.2696,31.1511,15.13,39,0,2.59,EG,2023-04-01
459,Batagay-Alyta,67.8006,130.4114,-20.94,73,100,2.11,RU,2023-04-01
460,Sisimiut,66.9395,-53.6735,-15.56,69,69,4.73,GL,2023-04-01
461,Lake Havasu City,34.4839,-114.3224,26.37,7,0,2.06,US,2023-04-01
462,Lahaina,20.8783,-156.6825,28.0,75,100,3.11,US,2023-04-01
463,Iralaya,15.0,-83.2333,26.02,72,5,6.0,HN,2023-04-01
464,Vila Velha,-20.3297,-40.2925,24.97,88,20,4.63,BR,2023-04-01
465,Udachnyy,66.4167,112.4,-10.86,47,100,10.39,RU,2023-04-01
466,Brae,60.3964,-1.353,4.57,79,2,4.13,GB,2023-04-01
467,Taveta,-3.3963,37.6736,20.54,91,80,1.03,KE,2023-04-01
468,Ankara,39.9199,32.8543,10.11,64,40,3.09,TR,2023-04-01
469,Saint-Joseph,-21.3667,55.6167,23.21,82,100,3.76,RE,2023-04-01
470,Bambanglipuro,-7.95,110.2833,26.11,77,100,1.56,ID,2023-04-01
471,Hecun,36.5333,114.1111,14.11,66,100,2.05,CN,2023-04-01
472,Codrington,-38.2667,141.9667,16.06,54,47,2.04,AU,2023-04-01
473,Zbysov,49.1552,16.3495,9.08,88,75,3.6,CZ,2023-04-01
474,Areia Branca,-4.9561,-37.1369,26.84,75,6,4.3,BR,2023-04-01
475,Iquitos,-3.7481,-73.2472,25.02,94,75,2.06,PE,2023-04-01
476,Collie,-33.3667,116.15,19.52,65,6,3.13,AU,2023-04-01
477,Betioky,-23.7167,44.3833,21.53,90,100,3.41,MG,2023-04-01
478,Nemuro,43.3236,145.575,1.58,73,6,8.07,JP,2023-04-01
479,Tsumeb,-19.2333,17.7167,20.74,59,85,2.41,NA,2023-04-01
480,Beringovskiy,63.05,179.3167,-8.08,65,0,9.35,RU,2023-04-01
481,Atar,20.5169,-13.0499,27.77,7,0,4.45,MR,2023-04-01
482,Kondinskoye,59.6481,67.41,1.05,83,100,6.09,RU,2023-04-01
483,Hwange,-18.3693,26.5019,18.47,87,16,0.78,ZW,2023-04-01
484,Acarau,-2.8856,-40.12,25.01,87,100,2.83,BR,2023-04-01
485,Awassa,7.05,38.4667,16.64,83,100,0.5,ET,2023-04-01
486,Vestmanna,62.1564,-7.1664,3.51,93,20,0.51,FO,2023-04-01
487,Ostrovnoy,68.0531,39.5131,-1.79,74,100,8.95,RU,2023-04-01
488,Maicao,11.3832,-72.2432,25.91,74,60,6.79,CO,2023-04-01
489,Dudinka,69.4058,86.1778,-5.21,97,100,8.31,RU,2023-04-01
490,Pasighat,28.0667,95.3333,18.29,90,100,0.64,IN,2023-04-01
491,Voitsberg,47.0333,15.15,6.99,73,100,1.63,AT,2023-04-01
492,Mehamn,71.0357,27.8492,-2.05,74,100,8.23,NO,2023-04-01
493,Sioux Lookout,50.1001,-91.917,0.04,34,100,1.54,CA,2023-04-01
494,Nowa Deba,50.4297,21.7508,8.28,94,84,2.78,PL,2023-04-01
495,Banda Aceh,5.5577,95.3222,27.12,74,42,2.25,ID,2023-04-01
496,Moen,69.1304,18.6123,-8.96,92,40,1.54,NO,2023-04-01
497,Dongsheng,39.8161,109.9776,3.86,86,100,9.04,CN,2023-04-01
498,San Rafael,-34.6177,-68.3301,18.69,60,22,3.51,AR,2023-04-01
499,Vercelli,45.3231,8.4153,11.74,57,100,1.58,IT,2023-04-01
500,Bitung,1.4451,125.1824,25.47,95,100,4.59,ID,2023-04-01
501,Leshukonskoye,64.8989,45.7622,-13.9,98,100,1.1,RU,2023-04-01
502,Whitehorse,60.7161,-135.0538,0.43,60,75,6.17,CA,2023-04-01
503,Mumford,5.2618,-0.759,26.93,84,72,2.99,GH,2023-04-01
504,Bahia Honda,22.9036,-83.1592,24.87,76,8,3.07,CU,2023-04-01
505,Inirida,3.8653,-67.9239,21.93,99,100,1.01,CO,2023-04-01
506,Namatanai,-3.6667,152.4333,28.26,71,97,1.91,PG,2023-04-01
507,El Cobre,20.0489,-75.9469,25.69,73,20,2.57,CU,2023-04-01
508,Kutum,14.2,24.6667,17.22,13,61,2.78,SD,2023-04-01
509,Alice Springs,-23.7,133.8833,21.75,56,100,4.12,AU,2023-04-01
510,Kilindoni,-7.9139,39.6668,27.9,76,100,6.5,TZ,2023-04-01
511,Cauquenes,-35.9671,-72.3225,17.08,62,100,2.55,CL,2023-04-01
512,Torrington,41.8007,-73.1212,14.27,87,100,0.45,US,2023-04-01
513,Buraydah,26.326,43.975,15.25,22,0,3.53,SA,2023-04-01
514,Praia Da Vitoria,38.7333,-27.0667,18.14,88,75,10.21,PT,2023-04-01
515,Khislavichi,54.1871,32.1582,6.68,93,100,6.39,RU,2023-04-01
516,Novoleushkovskaya,45.9956,39.9921,5.28,69,0,3.43,RU,2023-04-01
517,Taksimo,56.3444,114.8794,-10.03,62,26,1.58,RU,2023-04-01
518,Hasaki,35.7333,140.8333,17.22,70,100,8.01,JP,2023-04-01
519,Rio Das Pedras,-22.8433,-47.6061,21.62,81,93,4.23,BR,2023-04-01
520,Kiama,-34.6833,150.8667,20.56,90,90,2.68,AU,2023-04-01
521,Kozlovo,56.5167,36.2667,3.59,98,100,2.08,RU,2023-04-01
522,Stranda,62.3096,6.9358,0.19,68,56,2.97,NO,2023-04-01
523,Noumea,-22.2763,166.4572,29.99,83,69,3.9,NC,2023-04-01
524,Platanos,37.6667,21.6167,15.05,91,92,2.49,GR,2023-04-01
525,Kathu,7.9178,98.3332,28.9,74,1,3.36,TH,2023-04-01
526,Hambantota,6.1241,81.1185,25.26,84,28,1.27,LK,2023-04-01
527,Kyabram,-36.3167,145.05,17.8,39,10,2.88,AU,2023-04-01
528,Mutsu,41.2894,141.2169,7.29,67,64,2.86,JP,2023-04-01
529,Walvis Bay,-22.9575,14.5053,15.52,88,5,2.55,NA,2023-04-01
530,Zabid,14.1951,43.3152,25.48,80,12,3.24,YE,2023-04-01
531,Mount Gambier,-37.8333,140.7667,16.06,54,100,0.78,AU,2023-04-01
532,Conceicao Do Araguaia,-8.2578,-49.2647,23.36,91,100,1.61,BR,2023-04-01
533,Margate,51.3813,1.3862,7.72,87,100,4.47,GB,2023-04-01
534,Portales,34.1862,-103.3344,19.74,12,0,5.93,US,2023-04-01
535,Shenyang,41.7922,123.4328,19.01,24,0,3.0,CN,2023-04-01
536,Townsville,-19.25,146.8,31.49,58,19,1.54,AU,2023-04-01
537,Clyde River,70.4692,-68.5914,-25.87,84,0,6.69,CA,2023-04-01
538,San Carlos De Bariloche,-41.1456,-71.3082,11.86,62,40,6.17,AR,2023-04-01
539,Muros,42.7762,-9.0603,6.49,90,4,3.75,ES,2023-04-01
540,Terrace,54.5163,-128.6035,5.57,63,86,2.22,CA,2023-04-01
541,Labuhan,-6.8844,112.2051,26.58,75,80,1.69,ID,2023-04-01
542,Kharan,28.5833,65.4167,19.96,61,0,2.16,PK,2023-04-01
543,Ugoofaaru,5.6667,73.0,28.76,63,65,2.99,MV,2023-04-01
544,Qaqortoq,60.7167,-46.0333,-7.28,83,23,4.06,GL,2023-04-01
545,Bilibino,68.0546,166.4372,-21.85,86,97,1.27,RU,2023-04-01
546,Mastic Beach,40.7668,-72.8521,13.55,91,100,7.72,US,2023-04-01
547,Grajau,-5.8194,-46.1386,22.48,92,99,1.09,BR,2023-04-01
548,Mbaiki,3.8678,17.9892,23.22,71,86,1.03,CF,2023-04-01
549,Trairi,-3.2778,-39.2689,24.31,89,100,1.28,BR,2023-04-01
550,Verkhnyaya Toyma,62.2349,44.9985,-2.25,97,100,0.96,RU,2023-04-01
551,Japura,-0.3167,102.35,23.35,97,100,0.24,ID,2023-04-01
552,Forbes,-33.3833,148.0167,20.95,42,5,2.75,AU,2023-04-01
553,Kiunga,-6.1219,141.2906,30.21,65,72,0.24,PG,2023-04-01
554,Kikwit,-5.041,18.8162,21.45,95,100,0.77,CD,2023-04-01
555,Bilma,18.6853,12.9164,22.67,7,95,3.91,NE,2023-04-01
556,Dzhankoy,45.7167,34.4,8.79,67,100,5.24,UA,2023-04-01
557,Yuanping,38.7153,112.7575,12.22,71,100,1.72,CN,2023-04-01
558,Jardim,-21.4803,-56.1381,23.51,78,0,1.84,BR,2023-04-01
559,Williston,48.147,-103.618,4.41,98,98,2.51,US,2023-04-01
560,Ust-Ilimsk,58.0006,102.6619,-11.93,86,14,0.75,RU,2023-04-01
561,Yar-Sale,66.8333,70.8333,0.59,98,100,8.17,RU,2023-04-01
562,Mossendjo,-2.9506,12.7261,19.97,100,100,0.97,CG,2023-04-01
563,Nyurba,63.2842,118.3319,-14.23,88,24,5.04,RU,2023-04-01
564,Leirvik,59.7798,5.5005,2.57,64,8,2.87,NO,2023-04-01
565,Bay Roberts,47.5999,-53.2648,1.14,70,100,1.34,CA,2023-04-01
566,Anuradhapura,8.3565,80.4173,23.6,93,2,1.5,LK,2023-04-01
567,Tabursuq,36.4569,9.2475,7.2,73,0,2.03,TN,2023-04-01
568,Mikuni,36.2171,136.1519,14.95,59,52,7.78,JP,2023-04-01
569,Las Palmas,28.4204,-14.0131,16.44,82,0,6.17,ES,2023-04-01
570,Sergach,55.5308,45.4661,4.09,94,100,2.85,RU,2023-04-01
571,Tigre,-34.426,-58.5796,19.0,83,0,2.57,AR,2023-04-01
572,Raga,8.4596,25.678,22.51,18,21,0.96,SS,2023-04-01
573,Olafsvik,64.8945,-23.7142,3.77,85,100,11.23,IS,2023-04-01
574,Clovis,36.8252,-119.7029,19.33,48,20,3.09,US,2023-04-01
575,Toguchin,55.2353,84.3858,-11.4,85,85,1.43,RU,2023-04-01
576,Krusevac,43.58,21.3339,4.2,81,38,1.44,RS,2023-04-01
577,Osa,57.2829,55.4567,1.56,92,100,3.43,RU,2023-04-01
578,Senno,59.5336,33.9167,-2.08,97,100,2.31,RU,2023-04-01
579,Springbok,-29.6643,17.8865,14.45,58,7,1.16,ZA,2023-04-01
580,Zuwarah,32.9312,12.082,17.57,79,100,6.61,LY,2023-04-01
581,Batemans Bay,-35.7167,150.1833,18.39,65,78,1.73,AU,2023-04-01
582,Mackay,-21.15,149.2,25.93,85,69,4.8,AU,2023-04-01
583,Hamburg,53.55,10.0,1.92,76,0,7.72,DE,2023-04-01
584,Constitucion,-35.3333,-72.4167,15.61,78,98,5.49,CL,2023-04-01
585,Rabaul,-4.1967,152.1721,27.35,71,100,1.29,PG,2023-04-01
586,Kununurra,-15.7667,128.7333,32.99,55,62,1.03,AU,2023-04-01
587,Dicabisagan,17.0818,122.4157,28.22,66,74,1.15,PH,2023-04-01
588,Huilong,31.8111,121.655,13.29,67,0,3.57,CN,2023-04-01
589,Manicore,-5.8092,-61.3003,22.96,99,100,0.36,BR,2023-04-01
590,Sao Sebastiao,-23.76,-45.4097,23.13,92,100,2.95,BR,2023-04-01
